20200421,9
20200420,13
20200419,8
20200418,18
20200417,22
20200416,22
20200415,27
20200414,27
20200413,25
20200412,32
20200411,30
20200410,27
20200409,39
20200408,53
20200407,47
20200406,47
20200405,81
20200404,94
20200403,86
20200402,89
20200401,101
20200331,125
20200330,78
20200329,105
20200328,146
20200327,91
20200326,104
20200325,100
20200324,76
20200323,64
20200322,98
20200321,147
20200320,87
20200319,152
20200318,93
20200317,84
20200316,74
20200315,76
20200314,107
20200313,110
20200312,114
20200311,242
20200310,131
20200309,248
20200308,367
20200307,483
20200306,518
20200305,438
20200304,516
20200303,600
20200302,476
20200301,586
20200229,813
20200228,571
